Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2019-02-27T15:00:00Z,"AMD",2019-02-27T17:00:00Z,Sell,23.34,23.59,28738,-7184.5,287.38,-8621.4,2873.8,11495.2,0,"	140,143" 
2019-02-27T15:00:00Z,"TSLA",2019-02-27T20:59:00Z,Buy,20.469997953,20.986664568,26983,13941.22,269.83,-4047.45,15937.96,6475.92,1,"	139,144" 
2019-03-01T15:00:00Z,"TSLA",2019-03-01T20:59:00Z,Sell,19.9753313358,19.653331368,27348,8806.06,273.48,-2060.22,13637.53,10574.56,1,"	145,146" 
2019-03-04T15:00:00Z,"TSLA",2019-03-04T20:59:00Z,Sell,19.0973314236,19.0519980948,12549,568.89,125.49,-2710.58,2986.66,3471.89,1,"	147,152" 
2019-03-04T17:00:00Z,"NVDA",2019-03-04T18:00:00Z,Sell,3.8508042356,3.8674314112,176031,-2926.9,1760.31,-3101.64,2621.1,5548,0,"	149,150" 
2019-03-04T17:00:00Z,"AMD",2019-03-04T19:00:00Z,Sell,23.12,23.42,27300,-8190,273,-8190,3003,11193,0,"	148,151" 
2019-03-05T15:00:00Z,"TSLA",2019-03-05T16:00:00Z,Sell,18.246664842,18.359998164,11987,-1358.53,119.87,-1917.92,2621.16,4539.08,0,"	153,155" 
2019-03-05T15:00:00Z,"NVDA",2019-03-05T16:00:00Z,Sell,3.8331843928,3.8753727488,174493,-7361.57,1744.93,-7837.91,0,7837.91,0,"	154,156" 
2019-03-06T15:00:00Z,"NVDA",2019-03-06T19:00:00Z,Sell,3.8336807264,3.8321917256,172604,257.01,1726.04,-1199.37,7710.22,7453.22,1,"	158,159" 
2019-03-06T15:00:00Z,"AMD",2019-03-06T20:59:00Z,Sell,23.18,22.41,28581,22007.37,285.81,0,22293.18,8002.68,1,"	157,160" 
2019-03-07T20:00:00Z,"NVDA",2019-03-07T20:59:00Z,Sell,3.693962818,3.708852826,182926,-2723.77,1829.26,-2723.77,1089.51,3813.28,0,"	161,162" 
2019-03-08T20:00:00Z,"TSLA",2019-03-08T20:30:00Z,Buy,18.89999811,18.8126647854,24293,-2121.59,242.93,-3838.29,0,3838.29,0,"	163,164" 
2019-03-11T14:00:00Z,"AMD",2019-03-11T19:59:00Z,Buy,22.44,22.95,29381,14984.31,293.81,0,17922.41,8814.3,1,"	165,169" 
2019-03-11T14:00:00Z,"NVDA",2019-03-11T19:59:00Z,Buy,3.823009554,4.0021859836,175541,31452.81,1755.41,0,34807.2,4922.67,1,"	166,170" 
2019-03-11T16:30:00Z,"TSLA",2019-03-11T17:00:00Z,Buy,19.2846647382,19.1893314144,27892,-2659.04,278.92,-2659.04,1078.49,3737.53,0,"	167,168" 
2019-03-12T15:00:00Z,"TSLA",2019-03-12T16:00:00Z,Sell,18.7586647908,18.8846647782,37266,-4695.52,372.66,-5266.93,447.19,5714.12,0,"	171,172" 
2019-03-12T18:00:00Z,"AMD",2019-03-12T19:00:00Z,Buy,23.64,23.61,27317,-819.51,273.17,-2458.53,3551.21,6009.74,0,"	173,174" 
2019-03-13T14:00:00Z,"AMD",2019-03-13T14:30:00Z,Buy,24.04,23.87,24745,-4206.65,247.45,-4949,1484.7,6433.7,0,"	176,178" 
2019-03-13T14:00:00Z,"TSLA",2019-03-13T17:00:00Z,Buy,19.0913314242,19.1626647504,36423,2598.17,364.23,-1845.43,13355.1,11655.36,1,"	175,179" 
